City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
272,toora-khem,92,RU,1528905456,83,52.47,96.11,57.82,2.84
273,santa rita,36,VE,1528905458,64,10.21,-67.56,83.65,2.73
274,west bay,40,GB,1528903200,77,50.71,-2.76,68.0,12.75
275,gamba,92,CN,1528905459,91,28.28,88.52,32.35,2.28
276,rudnya,92,RU,1528905459,88,50.8,44.56,63.31,7.65
277,norman wells,90,CA,1528902000,65,65.28,-126.83,44.6,5.82
278,salinas,1,US,1528904100,67,36.67,-121.66,60.8,3.62
279,ugoofaaru,80,MV,1528905461,100,5.67,73.0,82.93,8.77
280,kiunga,88,PG,1528905464,94,-6.12,141.3,74.29,2.06
281,koumac,76,NC,1528905465,96,-20.56,164.28,67.9,4.07
282,adre,20,TD,1528905465,16,13.47,22.2,103.27,8.66
283,ahtopol,0,BG,1528903800,57,42.1,27.94,77.0,13.87
284,slantsy,0,RU,1528905466,55,59.12,28.09,62.5,4.18
285,mallaig,92,GB,1528905466,99,57.01,-5.83,53.95,24.09
286,auch,40,FR,1528903800,56,43.65,0.59,73.4,10.29
287,pathein,92,MM,1528905467,96,16.78,94.73,76.9,14.81
288,maceio,75,BR,1528905600,88,-9.67,-35.74,75.2,6.93
289,oloron-sainte-marie,88,FR,1528903800,93,43.19,-0.61,68.0,11.41
290,isangel,68,VU,1528905468,100,-19.55,169.27,74.2,14.36
291,manglaur,0,IN,1528905468,64,29.79,77.88,82.57,2.39
292,wenling,92,CN,1528905468,95,28.38,121.38,74.56,3.96
293,pak phanang,48,TH,1528905469,93,8.35,100.2,85.99,10.22
294,aksay,0,RU,1528905469,21,47.27,39.86,87.43,3.74
295,baghdad,0,IQ,1528902000,14,33.3,44.38,104.0,4.7
296,fort nelson,90,CA,1528902000,86,58.81,-122.69,41.0,9.17
297,fuerte olimpo,92,BR,1528905470,75,-21.04,-57.87,60.97,12.8
298,bandarban,90,BD,1528902000,94,22.2,92.22,80.6,13.87
299,mao,40,DO,1528902000,62,19.55,-71.08,89.6,12.75
300,christchurch,100,NZ,1528903800,93,-43.53,172.64,48.2,8.05
301,goderich,32,CA,1528905435,88,43.74,-81.71,68.17,11.45
302,kizema,56,RU,1528905476,66,61.11,44.83,53.86,18.39
303,quatre cocos,75,MU,1528902000,69,-20.21,57.76,75.2,14.99
304,kalur kot,44,PK,1528905476,41,32.16,71.27,91.03,1.95
305,singaraja,64,ID,1528905476,100,-8.11,115.08,66.73,1.95
306,coquimbo,0,CL,1528902000,62,-29.95,-71.34,53.6,8.05
307,urengoy,12,RU,1528905477,59,65.96,78.37,69.25,12.24
308,yaypan,24,UZ,1528905477,43,40.38,70.82,76.54,3.62
309,seoul,75,KR,1528902000,68,37.57,126.98,71.6,3.36
310,acopiara,0,BR,1528905477,51,-6.09,-39.45,83.2,11.23
311,warrnambool,76,AU,1528905363,100,-38.38,142.48,51.43,17.72
312,phan thiet,36,VN,1528905478,100,10.93,108.1,78.61,10.0
313,ilebo,12,CD,1528905478,22,-4.33,20.59,94.72,5.19
314,kijang,40,KR,1528902000,72,35.24,129.21,68.0,13.87
315,krasnogorsk,75,RU,1528902000,59,55.82,37.34,69.8,13.42
316,husavik,44,CA,1528905479,72,50.56,-96.99,67.27,7.31
317,araouane,0,ML,1528905479,15,18.9,-3.53,111.46,5.75
318,tilichiki,0,RU,1528905480,88,60.47,166.1,37.93,2.62
319,bosobolo,20,CD,1528905481,70,4.19,19.88,84.19,6.42
320,villarrobledo,0,ES,1528905482,28,39.27,-2.6,76.99,12.01
321,ribeira grande,40,PT,1528903800,83,38.52,-28.7,75.2,11.41
322,shakawe,0,BW,1528905485,23,-18.36,21.84,73.93,5.19
323,nemuro,80,JP,1528905486,100,43.32,145.57,48.64,17.83
324,miramar,0,CR,1528902000,61,10.09,-84.73,80.6,3.36
325,kerman,20,IR,1528902000,5,30.29,57.06,91.4,13.87
326,davidson,40,US,1528905600,65,35.5,-80.85,78.8,4.7
327,oksfjord,40,NO,1528903200,65,70.24,22.35,46.4,10.29
328,wattegama,92,LK,1528905487,97,7.35,80.68,71.41,5.75
329,inyonga,0,TZ,1528905487,32,-6.72,32.06,79.42,3.18
330,saint george,40,GR,1528903200,54,39.45,22.34,80.6,8.05
331,jabinyanah,0,TN,1528902000,47,35.03,10.91,80.6,13.87
332,siddipet,56,IN,1528905488,58,18.1,78.85,84.1,11.68
333,praia da vitoria,40,PT,1528902000,78,38.73,-27.07,75.2,10.22
334,duluth,1,US,1528904100,46,46.77,-92.13,73.4,8.05
335,oistins,20,BB,1528902000,66,13.07,-59.53,86.0,25.28
336,san onofre,0,CO,1528905495,93,9.74,-75.52,86.44,5.3
337,avera,90,US,1528904100,83,33.19,-82.53,78.8,3.74
338,alizai,0,PK,1528905496,30,33.94,71.55,89.77,3.29
339,bela,36,PK,1528905496,29,26.23,66.31,93.37,10.33
340,kalas,0,PK,1528903800,25,33.49,72.96,98.6,4.97
341,gisborne,12,NZ,1528905498,86,-38.66,178.02,52.6,10.67
342,yuryevets,24,RU,1528905498,69,57.32,43.11,60.7,15.03
343,bundaberg,88,AU,1528905498,100,-24.87,152.35,64.66,12.01
344,griffith,80,AU,1528905499,90,-34.29,146.06,50.62,8.88
345,raudeberg,75,NO,1528903200,71,61.99,5.14,60.8,11.41
346,rio gallegos,20,AR,1528902000,86,-51.62,-69.22,33.8,5.82
347,antalaha,88,MG,1528905500,85,-14.9,50.28,75.01,14.14
348,houma,0,CN,1528905500,58,35.63,111.36,62.32,2.51
349,verkhoyansk,0,RU,1528905500,63,67.55,133.39,56.29,2.62
350,donskoye,0,RU,1528902000,30,45.45,41.98,80.6,6.71
351,mogadishu,64,SO,1528905402,100,2.04,45.34,78.25,22.08
352,lewistown,1,US,1528904100,53,40.39,-90.15,78.8,12.75
353,leningradskiy,0,RU,1528905501,88,69.38,178.42,33.79,21.74
354,airai,76,TL,1528905503,93,-8.93,125.41,68.98,1.72
355,nantucket,90,US,1528904100,77,41.28,-70.1,69.8,17.22
356,mount gambier,92,AU,1528905506,81,-37.83,140.78,49.72,6.87
357,katobu,24,ID,1528905506,100,-4.94,122.53,77.98,2.62
358,baiyin,0,CN,1528902000,31,36.55,104.13,60.8,4.47
359,jumla,88,NP,1528905507,95,29.28,82.18,37.75,2.51
360,voh,8,NC,1528905507,100,-20.95,164.69,71.59,14.81
361,kamaishi,0,JP,1528905507,78,39.28,141.86,53.95,12.8
362,jurm,56,AF,1528905508,100,36.86,70.83,40.09,1.61
363,la ronge,75,CA,1528902000,76,55.1,-105.3,53.6,8.05
364,paragominas,20,BR,1528905508,56,-3.0,-47.35,91.93,5.41
365,fairbanks,1,US,1528901880,75,64.84,-147.72,42.8,3.36
366,poum,40,MK,1528903800,47,41.28,20.71,78.8,8.05
367,boyle,75,IE,1528902000,100,53.97,-8.3,55.4,18.34
368,klaksvik,92,FO,1528903200,93,62.23,-6.59,48.2,19.46
369,aleksandro-nevskiy,0,RU,1528905510,49,53.48,40.21,74.2,9.78
370,graham,75,US,1528905240,78,36.07,-79.4,75.2,9.17
371,paraiso,75,MX,1528901040,68,24.01,-104.61,66.2,3.36
372,nishihara,75,JP,1528902000,68,35.74,139.53,69.8,3.36
373,charyshskoye,8,RU,1528905511,37,51.4,83.56,69.7,3.4
374,struer,8,DK,1528903200,63,56.48,8.6,60.8,17.22
375,hualmay,12,PE,1528905511,77,-11.1,-77.61,65.02,3.62
376,ystad,75,SE,1528903200,60,55.43,13.82,68.0,13.87
377,buin,0,CL,1528905600,65,-33.73,-70.74,46.4,3.36
378,gamboma,0,CG,1528905516,64,-1.87,15.88,87.34,6.53
379,bristol,75,GB,1528903200,77,51.45,-2.6,68.0,10.29
380,imbituba,40,BR,1528902000,64,-28.24,-48.67,69.8,3.36
381,comrie,40,GB,1528903200,72,56.09,-3.58,60.8,14.99
382,esil,0,KZ,1528905517,50,51.96,66.41,60.25,7.65
383,lompoc,1,US,1528904100,63,34.64,-120.46,62.6,2.51
384,coihaique,80,CL,1528902000,85,-45.58,-72.07,33.8,2.24
385,hamilton,40,BM,1528901700,73,32.3,-64.78,77.0,10.29
386,hasaki,75,JP,1528902000,93,35.73,140.83,64.4,3.36
387,kajaani,0,FI,1528903200,52,64.22,27.73,53.6,4.7
388,tupik,0,RU,1528905520,63,54.43,119.94,51.25,4.63
389,kloulklubed,90,PW,1528901700,83,7.04,134.26,82.4,9.17
390,kieta,32,PG,1528905520,100,-6.22,155.63,76.81,2.73
391,maldonado,75,UY,1528902000,76,-34.91,-54.96,51.8,19.46
392,smithers,75,CA,1528902000,81,54.78,-127.17,48.2,2.62
393,mareeba,0,AU,1528902000,93,-16.99,145.42,60.8,3.4
394,kaputa,0,ZM,1528905521,29,-8.47,29.66,78.88,3.62
395,lira,68,UG,1528905521,45,2.25,32.9,82.39,8.21
396,constitucion,75,MX,1528901040,68,23.99,-104.67,66.2,3.36
397,ternate,90,PH,1528902000,100,14.29,120.72,77.0,10.29
398,haines junction,68,CA,1528905526,52,60.75,-137.51,42.79,2.62
399,zagora,75,HR,1528903800,73,46.19,15.87,71.6,2.24
400,zhongxing,8,CN,1528905527,69,32.02,116.14,74.29,7.99
401,snezhnogorsk,75,RU,1528903800,70,69.19,33.23,42.8,2.24
402,sola,75,FI,1528903200,76,62.78,29.36,50.0,10.29
403,sioux lookout,20,CA,1528902000,59,50.1,-91.92,66.2,4.7
404,sur,0,OM,1528905530,82,22.57,59.53,89.32,4.85
405,utete,12,TZ,1528905531,51,-7.99,38.76,81.76,6.08
406,saint-joseph,75,FR,1528903800,60,43.56,6.97,71.6,4.7
407,sadao,75,TH,1528902000,83,6.63,100.42,82.4,2.24
408,petropavlovsk-kamchatskiy,90,RU,1528902000,86,53.05,158.65,41.0,2.24
409,vestmanna,92,FO,1528903200,93,62.16,-7.17,48.2,19.46
410,chifeng,8,CN,1528905536,90,42.27,118.96,52.42,0.72
411,grants pass,90,US,1528901760,50,42.44,-123.33,59.0,2.62
412,lampazos de naranjo,0,MX,1528905536,57,27.02,-100.51,82.93,6.76
413,salym,48,RU,1528905536,51,60.06,71.48,60.61,5.08
414,verkh-chebula,0,RU,1528905536,75,56.03,87.61,67.36,2.73
415,tsiroanomandidy,64,MG,1528905537,36,-18.77,46.05,71.86,4.97
416,lagoa,20,PT,1528903800,56,37.14,-8.45,71.6,10.29
417,les cayes,88,HT,1528905538,92,18.19,-73.75,82.93,22.41
418,mackay,75,CA,1528902000,81,53.65,-115.58,50.0,3.36
419,treuchtlingen,75,DE,1528903200,67,48.96,10.91,60.8,8.05
420,witney,40,GB,1528903200,56,51.78,-1.49,69.8,16.11
421,tabou,0,CI,1528905538,100,4.42,-7.36,80.86,9.78
422,koson,0,UZ,1528902000,19,39.04,65.59,89.6,9.17
423,burewala,0,PK,1528905539,34,30.16,72.68,95.62,7.2
424,aksum,80,ET,1528905539,94,14.12,38.72,61.15,3.4
425,iquitos,20,PE,1528902000,74,-3.75,-73.25,84.2,4.7
426,bealanana,20,MG,1528905541,53,-14.54,48.75,69.07,6.98
427,linqiong,92,CN,1528902000,83,30.42,103.46,75.2,6.71
428,bonaventure,75,CA,1528902000,32,48.04,-65.49,66.2,8.05
429,ostrovnoy,92,RU,1528905546,82,68.05,39.51,36.58,18.28
430,narsaq,40,GL,1528905000,43,60.91,-46.05,55.4,9.17
431,richards bay,0,ZA,1528905547,75,-28.77,32.06,68.53,1.72
432,antofagasta,40,CL,1528902000,67,-23.65,-70.4,57.2,8.05
433,yeniseysk,8,RU,1528905547,71,58.45,92.17,63.49,2.84
434,taguatinga,20,BR,1528902000,36,-15.83,-48.06,78.8,5.82
435,port-gentil,20,GA,1528902000,78,-0.72,8.78,82.4,16.11
436,yulara,0,AU,1528902000,56,-25.24,130.99,41.0,4.7
437,adrar,0,DZ,1528902000,12,27.87,-0.29,109.4,11.41
438,samur,0,RU,1528905549,84,41.83,48.49,71.23,13.13
439,chicla,20,PE,1528905550,74,-11.71,-76.27,43.69,2.39
440,tombouctou,24,ML,1528905550,18,16.77,-3.01,110.65,4.74
441,pyaozerskiy,48,RU,1528905550,57,65.83,31.17,49.0,3.96
442,vagur,92,FO,1528905550,97,61.47,-6.81,49.63,27.89
443,yar-sale,76,RU,1528905551,89,66.83,70.83,36.22,14.81
444,ust-nera,48,RU,1528905551,65,64.57,143.24,46.93,1.72
445,solnechnyy,0,RU,1528905551,78,50.72,136.64,51.52,4.18
446,san patricio,0,PY,1528905551,74,-26.98,-56.83,51.79,4.63
447,angoram,88,PG,1528905555,100,-4.06,144.07,74.47,1.95
448,champerico,90,MX,1528900860,94,16.38,-93.6,71.6,2.62
449,san policarpo,80,PH,1528905556,100,12.18,125.51,78.43,7.76
450,port-cartier,40,CA,1528902000,47,50.03,-66.88,55.4,16.11
451,tateyama,12,JP,1528905556,100,36.66,137.31,49.45,1.95
452,mandalgovi,8,MN,1528905556,35,45.76,106.27,62.59,6.64
453,bartica,75,GY,1528902000,78,6.41,-58.62,82.4,9.17
454,bathsheba,20,BB,1528902000,66,13.22,-59.52,86.0,25.28
455,bueu,0,ES,1528903800,53,42.33,-8.79,71.6,16.11
456,chaltyr,0,RU,1528905557,21,47.28,39.48,87.43,3.74
457,prince rupert,90,CA,1528902000,93,54.32,-130.32,53.6,6.93
458,plouzane,90,FR,1528903800,63,48.38,-4.62,66.2,8.05
459,belaya gora,36,RU,1528905558,35,68.54,146.19,62.77,4.07
460,tongren,12,CN,1528905558,85,27.72,109.18,67.9,1.95
461,narsimhapur,88,IN,1528905558,78,17.14,74.26,76.0,9.22
462,sao joao da barra,0,BR,1528902000,43,-21.64,-41.05,87.8,5.82
463,mamakan,32,RU,1528905559,83,57.82,114.02,51.7,2.06
464,inirida,80,CO,1528905559,84,3.87,-67.92,80.32,2.95
465,payo,56,ID,1528905559,84,-3.75,103.64,77.98,4.74
466,san carlos de bariloche,75,AR,1528902000,86,-41.13,-71.31,26.6,10.29
467,piacabucu,44,BR,1528905560,57,-10.41,-36.43,84.37,15.48
468,auki,44,NG,1528905560,55,12.18,6.51,94.81,1.61
469,ambon,90,FR,1528903800,64,47.55,-2.56,69.8,8.05
470,bilibino,0,RU,1528905560,60,68.06,166.44,52.33,1.95
471,jiangyou,92,CN,1528905561,64,31.78,104.73,73.3,4.18
472,ambilobe,8,MG,1528905561,44,-13.19,49.05,80.95,13.8
473,shebunino,0,RU,1528905561,69,57.66,40.04,59.98,14.14
474,broome,20,GB,1528903200,52,52.47,1.45,71.6,11.41
475,biedenkopf,75,DE,1528903200,71,50.92,8.53,59.0,6.93
476,aquiraz,20,BR,1528905600,52,-3.9,-38.39,87.8,19.46
477,karangasem,20,ID,1528905563,100,-6.7,108.49,81.4,15.7
478,boca do acre,76,BR,1528905563,77,-8.76,-67.39,83.56,2.84
479,la antigua,48,CO,1528905564,94,6.72,-76.08,68.35,1.5
480,sibolga,76,ID,1528905564,94,1.74,98.78,74.56,1.95
481,glebychevo,68,RU,1528905564,46,60.44,28.72,60.79,4.63
482,campos altos,0,BR,1528905564,62,-19.7,-46.17,79.69,6.42
483,santiago del estero,0,AR,1528905565,49,-27.8,-64.26,52.33,6.2
484,banff,24,CA,1528905565,36,51.18,-115.57,48.01,2.17
485,santa helena,36,BR,1528905565,71,-2.23,-45.3,88.51,6.53
486,lewiston,1,US,1528901760,55,46.42,-117.02,64.4,4.7
487,bouna,0,CI,1528905567,78,9.27,-3.0,89.86,4.18
488,upington,0,ZA,1528902000,19,-28.46,21.24,69.8,5.82
489,acaponeta,68,MX,1528905567,100,22.49,-105.36,77.35,4.29
490,orito,88,CO,1528905567,97,0.67,-76.88,70.42,2.73
491,vao,0,EE,1528905567,45,59.1,26.19,62.95,5.41
492,nkhotakota,0,MW,1528905568,74,-12.93,34.3,70.69,6.08
493,boyuibe,90,BO,1528902000,47,-20.43,-63.28,55.4,5.82
494,necochea,80,AR,1528905573,81,-38.55,-58.74,50.26,14.03
495,paitan,0,CN,1528902000,78,23.49,113.78,77.0,11.18
496,claresholm,1,CA,1528902000,31,50.02,-113.58,60.8,23.04
497,sabha,24,LY,1528905575,10,27.03,14.43,112.45,9.66
498,northam,40,GB,1528903200,77,51.04,-4.21,66.2,12.75
499,sarakhs,80,TM,1528902000,37,36.54,61.16,82.4,6.93
500,moroni,0,US,1528905577,19,39.52,-111.59,70.69,3.06
501,nisia floresta,75,BR,1528905600,51,-6.09,-35.21,86.0,24.16
502,yantarnyy,20,RU,1528903800,72,54.87,19.94,64.4,6.71
503,banjar,12,ID,1528905582,88,-7.37,108.54,71.5,3.62
504,khandyga,48,RU,1528905583,47,62.65,135.58,54.85,6.2
505,heinola,0,FI,1528903200,33,61.2,26.03,62.6,3.36
506,sept-iles,40,CA,1528902000,47,50.2,-66.38,55.4,16.11
507,yenagoa,92,NG,1528905584,80,4.92,6.26,81.94,11.01
508,pontianak,44,ID,1528905585,99,-0.02,109.34,77.89,3.4
509,okha,80,RU,1528905585,90,53.59,142.95,40.09,10.78
510,bismarck,1,US,1528905300,30,46.81,-100.78,71.6,12.75
511,dunedin,92,NZ,1528905434,100,-45.87,170.5,43.33,2.95
512,dabakala,24,CI,1528905587,74,8.36,-4.43,88.78,4.52
513,pitelino,64,RU,1528905589,66,54.58,41.81,69.7,11.23
514,egvekinot,0,RU,1528905592,71,66.32,-179.17,37.3,2.51
515,melo,56,UY,1528905592,78,-32.37,-54.17,50.08,22.08
516,mbeya,0,TZ,1528905593,40,-8.91,33.47,71.05,3.85
517,kochi,90,IN,1528903800,94,9.96,76.25,77.0,2.24
518,notse,56,TG,1528905594,76,6.95,1.17,86.62,8.77
519,amuntai,36,ID,1528905596,88,-2.42,115.25,77.17,2.17
520,san juan,90,PH,1528902000,100,14.6,121.03,77.0,10.29
521,rocha,56,UY,1528905597,93,-34.48,-54.34,49.99,21.18
522,elizabeth city,90,US,1528904640,83,36.3,-76.22,78.8,12.75
523,narathiwat,75,TH,1528902000,83,6.43,101.8,82.4,4.7
524,acari,0,BR,1528905599,48,-6.44,-36.64,84.1,15.26
525,puerto carreno,40,CO,1528902000,74,6.19,-67.49,84.2,3.36
526,troitskiy,0,RU,1528903800,48,45.15,38.14,82.4,6.71
527,dhidhdhoo,88,MV,1528905605,100,6.88,73.1,82.39,12.24
528,santa fe,12,AR,1528905642,84,-31.62,-60.7,47.47,10.45
529,kuytun,20,RU,1528905610,73,54.34,101.51,64.3,2.62
530,evans,1,US,1528904100,41,40.38,-104.69,78.8,3.36
531,sokoni,0,CD,1528905646,37,-12.89,28.78,74.56,4.07
532,sovetskiy,76,RU,1528905619,85,56.76,48.47,61.33,14.03
533,pagudpud,90,PH,1528902000,100,18.56,120.79,77.0,13.87
534,southbridge,90,US,1528903440,82,42.08,-72.03,69.8,19.46
535,brazzaville,8,CD,1528902000,55,-4.27,15.27,86.0,5.82
536,tutoia,40,BR,1528902000,52,-2.76,-42.27,91.4,8.05
537,harlingen,75,US,1528902900,62,26.19,-97.7,89.6,10.29
538,calamar,92,CO,1528905629,100,1.96,-72.65,70.87,2.95
539,road town,40,VG,1528905600,66,18.42,-64.62,87.8,12.75
540,tabas,36,IR,1528905630,11,33.6,56.92,94.27,6.98
541,shieli,88,KZ,1528905630,41,44.18,66.74,67.27,14.81
542,scalea,36,IT,1528905631,100,39.82,15.79,70.06,5.3
543,san andres,68,PH,1528905632,100,13.32,122.68,83.47,22.64
544,muisne,92,EC,1528905633,84,0.61,-80.02,76.9,4.63
545,ati,20,TD,1528905633,25,13.21,18.34,104.53,4.97
546,san luis,0,AR,1528905472,53,-33.3,-66.34,42.43,2.62
